ICES division,ICES_division_Area_km2,statistic_rectangle,statistic_subrectangle,Area_stat_rect_m2,Area_stat_subrect_m2
27.7.h,57060.7788542,26E1,27E16,4088768683,0.647
27.7.h,57060.7788542,26E1,27E19,4088768683,0.647
27.7.h,57060.7788542,27E1,27E13,4048394343,451329457
27.7.h,57060.7788542,27E1,27E16,4048394343,451329457
27.7.h,57060.7788542,27E1,27E19,4048394343,451329457.5
27.7.h,57060.7788542,27E1,27E12,4048394343,449830220.6
27.7.h,57060.7788542,27E1,27E15,4048394343,449830220.6
27.7.h,57060.7788542,27E1,27E18,4048394343,449830221.2
27.7.h,57060.7788542,27E1,27E11,4048394343,448327041.4
27.7.h,57060.7788542,27E1,27E14,4048394343,448327041.4
27.7.h,57060.7788542,27E1,27E17,4048394343,448327041.9
27.7.h,57060.7788542,27E1,28E13,4048394343,0.604
27.7.h,57060.7788542,27E1,28E16,4048394343,0.604
27.7.h,57060.7788542,27E1,28E19,4048394343,0.604
27.7.h,57060.7788542,28E1,28E13,4001985081,446819939
27.7.h,57060.7788542,28E1,28E16,4001985081,446819939
27.7.h,57060.7788542,28E1,28E19,4001985081,446819939.5
27.7.h,57060.7788542,28E1,28E12,4001985081,445308924.3
27.7.h,57060.7788542,28E1,28E15,4001985081,445308924.3
27.7.h,57060.7788542,28E1,28E18,4001985081,445308924.8
27.7.h,57060.7788542,28E1,28E11,4001985081,443585471.3
27.7.h,57060.7788542,28E1,28E14,4001985081,443585471.3
27.7.h,57060.7788542,28E1,28E17,4001985081,443585471.8
27.7.h,57060.7788542,24E2,25E19,6007376.412,0
27.7.h,57060.7788542,24E2,25E23,6007376.412,219106.227
27.7.h,57060.7788542,24E2,25E26,6007376.412,219221.86
27.7.h,57060.7788542,24E2,25E29,6007376.412,219132.912
27.7.h,57060.7788542,24E2,25E33,6007376.412,0
27.7.h,57060.7788542,25E2,25E19,4128821237,0.711
27.7.h,57060.7788542,25E2,25E23,4128821237,460241533.1
27.7.h,57060.7788542,25E2,25E26,4128821237,460241533.1
27.7.h,57060.7788542,25E2,25E29,4128821237,460241533.1
27.7.h,57060.7788542,25E2,25E33,4128821237,0.17
27.7.h,57060.7788542,25E2,25E18,4128821237,0.709
27.7.h,57060.7788542,25E2,25E17,4128821237,0.706
27.7.h,57060.7788542,25E2,26E19,4128821237,0
27.7.h,57060.7788542,25E2,25E22,4128821237,458766170.9
27.7.h,57060.7788542,25E2,25E25,4128821237,458766170.9
27.7.h,57060.7788542,25E2,25E28,4128821237,458766170.9
27.7.h,57060.7788542,25E2,25E21,4128821237,457286799.3
27.7.h,57060.7788542,25E2,25E24,4128821237,457286799.3
27.7.h,57060.7788542,25E2,25E27,4128821237,457286799.3
27.7.h,57060.7788542,25E2,26E23,4128821237,1.399
27.7.h,57060.7788542,25E2,26E26,4128821237,1.399
27.7.h,57060.7788542,25E2,26E29,4128821237,1.399
27.7.h,57060.7788542,25E2,25E32,4128821237,0.17
27.7.h,57060.7788542,25E2,25E31,4128821237,0.169
27.7.h,57060.7788542,25E2,26E33,4128821237,0
27.7.h,57060.7788542,26E2,26E19,4088768684,0.704
27.7.h,57060.7788542,26E2,26E18,4088768684,0.702
27.7.h,57060.7788542,26E2,26E17,4088768684,0.699
27.7.h,57060.7788542,26E2,27E19,4088768684,0
27.7.h,57060.7788542,26E2,26E23,4088768684,455803429.2
27.7.h,57060.7788542,26E2,26E26,4088768684,455803429.2
27.7.h,57060.7788542,26E2,26E29,4088768684,455803429.2
27.7.h,57060.7788542,26E2,26E22,4088768684,454316075.7
27.7.h,57060.7788542,26E2,26E25,4088768684,454316075.7
27.7.h,57060.7788542,26E2,26E28,4088768684,454316075.7
27.7.h,57060.7788542,26E2,26E21,4088768684,452824747.4
27.7.h,57060.7788542,26E2,26E24,4088768684,452824747.4
27.7.h,57060.7788542,26E2,26E27,4088768684,452824747.4
27.7.h,57060.7788542,26E2,27E23,4088768684,0.647
27.7.h,57060.7788542,26E2,27E26,4088768684,0.647
27.7.h,57060.7788542,26E2,27E29,4088768684,0.647
27.7.h,57060.7788542,26E2,26E33,4088768684,0.169
27.7.h,57060.7788542,26E2,26E32,4088768684,0.168
27.7.h,57060.7788542,26E2,26E31,4088768684,0.167
27.7.h,57060.7788542,26E2,27E33,4088768684,0
27.7.h,57060.7788542,27E2,27E19,4048394344,0.697
27.7.h,57060.7788542,27E2,27E18,4048394344,0.695
27.7.h,57060.7788542,27E2,27E17,4048394344,0.692
27.7.h,57060.7788542,27E2,28E19,4048394344,0
27.7.h,57060.7788542,27E2,27E23,4048394344,451329457
27.7.h,57060.7788542,27E2,27E26,4048394344,451329457
27.7.h,57060.7788542,27E2,27E29,4048394344,451329457
27.7.h,57060.7788542,27E2,27E22,4048394344,449830220.6
27.7.h,57060.7788542,27E2,27E25,4048394344,449830220.6
27.7.h,57060.7788542,27E2,27E28,4048394344,449830220.6
27.7.h,57060.7788542,27E2,27E21,4048394344,448327041.4
27.7.h,57060.7788542,27E2,27E24,4048394344,448327041.4
27.7.h,57060.7788542,27E2,27E27,4048394344,448327041.4
27.7.h,57060.7788542,27E2,28E23,4048394344,0.604
27.7.h,57060.7788542,27E2,28E26,4048394344,0.604
27.7.h,57060.7788542,27E2,28E29,4048394344,0.604
27.7.h,57060.7788542,27E2,27E33,4048394344,0.167
27.7.h,57060.7788542,27E2,27E32,4048394344,0.166
27.7.h,57060.7788542,27E2,27E31,4048394344,0.166
27.7.h,57060.7788542,28E2,28E19,4001985082,0.69
27.7.h,57060.7788542,28E2,28E18,4001985082,0.688
27.7.h,57060.7788542,28E2,28E17,4001985082,0.685
27.7.h,57060.7788542,28E2,28E23,4001985082,446819939
27.7.h,57060.7788542,28E2,28E26,4001985082,446819939
27.7.h,57060.7788542,28E2,28E29,4001985082,446819939
27.7.h,57060.7788542,28E2,28E22,4001985082,445308924.3
27.7.h,57060.7788542,28E2,28E25,4001985082,445308924.3
27.7.h,57060.7788542,28E2,28E28,4001985082,445308924.3
27.7.h,57060.7788542,28E2,28E21,4001985082,443585471.3
27.7.h,57060.7788542,28E2,28E24,4001985082,443585471.3
27.7.h,57060.7788542,28E2,28E27,4001985082,443585471.3
27.7.h,57060.7788542,24E3,25E33,6007616.587,219279.677
27.7.h,57060.7788542,24E3,25E36,6007616.587,219141.807
27.7.h,57060.7788542,24E3,25E39,6007616.587,219279.676
27.7.h,57060.7788542,24E3,25E43,6007616.587,0
27.7.h,57060.7788542,25E3,25E33,4128821240,460241534.1
27.7.h,57060.7788542,25E3,25E36,4128821240,460241533.1
27.7.h,57060.7788542,25E3,25E39,4128821240,460241533.1
27.7.h,57060.7788542,25E3,25E43,4128821240,1.052
27.7.h,57060.7788542,25E3,25E32,4128821240,458766172
27.7.h,57060.7788542,25E3,25E35,4128821240,458766170.9
27.7.h,57060.7788542,25E3,25E38,4128821240,458766170.9
27.7.h,57060.7788542,25E3,25E31,4128821240,457286800.3
27.7.h,57060.7788542,25E3,25E34,4128821240,457286799.3
27.7.h,57060.7788542,25E3,25E37,4128821240,457286799.3
27.7.h,57060.7788542,25E3,26E33,4128821240,1.399
27.7.h,57060.7788542,25E3,26E36,4128821240,1.399
27.7.h,57060.7788542,25E3,26E39,4128821240,1.399
27.7.h,57060.7788542,25E3,25E42,4128821240,1.049
27.7.h,57060.7788542,25E3,25E41,4128821240,1.046
27.7.h,57060.7788542,25E3,26E43,4128821240,0
27.7.h,57060.7788542,26E3,26E33,4088768687,455803430.3
27.7.h,57060.7788542,26E3,26E36,4088768687,455803429.2
27.7.h,57060.7788542,26E3,26E39,4088768687,455803429.2
27.7.h,57060.7788542,26E3,26E32,4088768687,454316076.7
27.7.h,57060.7788542,26E3,26E35,4088768687,454316075.7
27.7.h,57060.7788542,26E3,26E38,4088768687,454316075.7
27.7.h,57060.7788542,26E3,26E31,4088768687,452824748.4
27.7.h,57060.7788542,26E3,26E34,4088768687,452824747.4
27.7.h,57060.7788542,26E3,26E37,4088768687,452824747.4
27.7.h,57060.7788542,26E3,27E33,4088768687,0.647
27.7.h,57060.7788542,26E3,27E36,4088768687,0.647
27.7.h,57060.7788542,26E3,27E39,4088768687,0.647
27.7.h,57060.7788542,26E3,26E43,4088768687,1.042
27.7.h,57060.7788542,26E3,26E42,4088768687,1.039
27.7.h,57060.7788542,26E3,26E41,4088768687,1.036
27.7.h,57060.7788542,26E3,27E43,4088768687,0
27.7.h,57060.7788542,27E3,27E33,4042602532,451329458.1
27.7.h,57060.7788542,27E3,27E36,4042602532,451329457
27.7.h,57060.7788542,27E3,27E39,4042602532,451329457
27.7.h,57060.7788542,27E3,27E32,4042602532,449830221.7
27.7.h,57060.7788542,27E3,27E35,4042602532,449830220.6
27.7.h,57060.7788542,27E3,27E38,4042602532,449830220.6
27.7.h,57060.7788542,27E3,27E31,4042602532,448115744
27.7.h,57060.7788542,27E3,27E34,4042602532,448115742.9
27.7.h,57060.7788542,27E3,27E37,4042602532,448115742.9
27.7.h,57060.7788542,27E3,27E43,4042602532,1.032
27.7.h,57060.7788542,27E3,27E42,4042602532,1.029
27.7.h,57060.7788542,27E3,27E41,4042602532,1.025
27.7.h,57060.7788542,24E4,25E43,6007376.403,219132.912
27.7.h,57060.7788542,24E4,25E46,6007376.403,219221.86
27.7.h,57060.7788542,24E4,25E49,6007376.403,219106.227
27.7.h,57060.7788542,25E4,25E43,4109249717,460241533.2
27.7.h,57060.7788542,25E4,25E46,4109249717,460241533.1
27.7.h,57060.7788542,25E4,25E49,4109249717,460241533.1
27.7.h,57060.7788542,25E4,25E42,4109249717,458766171.1
27.7.h,57060.7788542,25E4,25E45,4109249717,458766170.9
27.7.h,57060.7788542,25E4,25E48,4109249717,458766170.9
27.7.h,57060.7788542,25E4,25E41,4109249717,457286799.5
27.7.h,57060.7788542,25E4,25E44,4109249717,457286799.3
27.7.h,57060.7788542,25E4,25E47,4109249717,437715281.9
27.7.h,57060.7788542,25E4,26E43,4109249717,1.399
27.7.h,57060.7788542,25E4,26E46,4109249717,1.399
27.7.h,57060.7788542,25E4,26E49,4109249717,1.399
27.7.h,57060.7788542,26E4,26E43,4088768682,455803429.4
27.7.h,57060.7788542,26E4,26E46,4088768682,455803429.2
27.7.h,57060.7788542,26E4,26E49,4088768682,455803429.2
27.7.h,57060.7788542,26E4,26E42,4088768682,454316075.9
27.7.h,57060.7788542,26E4,26E45,4088768682,454316075.7
27.7.h,57060.7788542,26E4,26E48,4088768682,454316075.7
27.7.h,57060.7788542,26E4,26E41,4088768682,452824747.5
27.7.h,57060.7788542,26E4,26E44,4088768682,452824747.4
27.7.h,57060.7788542,26E4,26E47,4088768682,452824747.4
27.7.h,57060.7788542,26E4,27E43,4088768682,0.647
27.7.h,57060.7788542,26E4,27E46,4088768682,0.647
27.7.h,57060.7788542,26E4,27E49,4088768682,0.647
27.7.h,57060.7788542,27E4,27E43,4042602526,451329457.2
27.7.h,57060.7788542,27E4,27E46,4042602526,451329457
27.7.h,57060.7788542,27E4,27E49,4042602526,451329457
27.7.h,57060.7788542,27E4,27E42,4042602526,449830220.8
27.7.h,57060.7788542,27E4,27E45,4042602526,449830220.6
27.7.h,57060.7788542,27E4,27E48,4042602526,449830220.6
27.7.h,57060.7788542,27E4,27E41,4042602526,448115743.1
27.7.h,57060.7788542,27E4,27E44,4042602526,448115742.9
27.7.h,57060.7788542,27E4,27E47,4042602526,448115742.9
27.7.g,47586.4792533,28E1,29E13,5716026.456,208533.833
27.7.g,47586.4792533,28E1,29E16,5716026.456,208533.833
27.7.g,47586.4792533,28E1,29E19,5716026.456,208533.833
27.7.g,47586.4792533,29E1,29E13,3966691901,442275198.5
27.7.g,47586.4792533,29E1,29E16,3966691901,442275198.5
27.7.g,47586.4792533,29E1,29E19,3966691901,442275199
27.7.g,47586.4792533,29E1,29E12,3966691901,440752512.8
27.7.g,47586.4792533,29E1,29E15,3966691901,440752512.8
27.7.g,47586.4792533,29E1,29E18,3966691901,440752513.3
27.7.g,47586.4792533,29E1,29E11,3966691901,439225961.5
27.7.g,47586.4792533,29E1,29E14,3966691901,439225961.5
27.7.g,47586.4792533,29E1,29E17,3966691901,439225962
27.7.g,47586.4792533,29E1,30E13,3966691901,0.307
27.7.g,47586.4792533,29E1,30E16,3966691901,0.307
27.7.g,47586.4792533,29E1,30E19,3966691901,0.307
27.7.g,47586.4792533,30E1,30E13,3925369676,437695559.2
27.7.g,47586.4792533,30E1,30E16,3925369676,437695559.2
27.7.g,47586.4792533,30E1,30E19,3925369676,437695559.7
27.7.g,47586.4792533,30E1,30E12,3925369676,436161316.9
27.7.g,47586.4792533,30E1,30E15,3925369676,436161316.9
27.7.g,47586.4792533,30E1,30E18,3925369676,436161317.4
27.7.g,47586.4792533,30E1,30E11,3925369676,434623242.2
27.7.g,47586.4792533,30E1,30E14,3925369676,434623242.2
27.7.g,47586.4792533,30E1,30E17,3925369676,434623242.7
27.7.g,47586.4792533,30E1,31E13,3925369676,0.071
27.7.g,47586.4792533,30E1,31E16,3925369676,0.071
27.7.g,47586.4792533,30E1,31E19,3925369676,0.071
27.7.g,47586.4792533,31E1,31E13,3883737420,433081355.8
27.7.g,47586.4792533,31E1,31E16,3883737420,433081355.8
27.7.g,47586.4792533,31E1,31E19,3883737420,433081356.3
27.7.g,47586.4792533,31E1,31E12,3883737420,431535663.1
27.7.g,47586.4792533,31E1,31E15,3883737420,431535663.1
27.7.g,47586.4792533,31E1,31E18,3883737420,431535663.6
27.7.g,47586.4792533,31E1,31E11,3883737420,429986180.3
27.7.g,47586.4792533,31E1,31E14,3883737420,429986180.3
27.7.g,47586.4792533,31E1,31E17,3883737420,429986180.8
27.7.g,47586.4792533,32E1,31E11,1455958035,0.473
27.7.g,47586.4792533,32E1,31E14,1455958035,0.473
27.7.g,47586.4792533,32E1,31E17,1455958035,0.473
27.7.g,47586.4792533,32E1,32E13,1455958035,204923934.5
27.7.g,47586.4792533,32E1,32E16,1455958035,395789978.1
27.7.g,47586.4792533,32E1,32E19,1455958035,428432920
27.7.g,47586.4792533,32E1,32E15,1455958035,51187955.74
27.7.g,47586.4792533,32E1,32E18,1455958035,341240490.8
27.7.g,47586.4792533,32E1,32E14,1455958035,8277335.129
27.7.g,47586.4792533,32E1,32E17,1455958035,30984243.07
27.7.g,47586.4792533,28E2,29E19,5716026.459,0
27.7.g,47586.4792533,28E2,29E23,5716026.459,208533.833
27.7.g,47586.4792533,28E2,29E26,5716026.459,208533.833
27.7.g,47586.4792533,28E2,29E29,5716026.459,208533.833
27.7.g,47586.4792533,29E2,29E19,3966691901,0.683
27.7.g,47586.4792533,29E2,29E23,3966691901,442275198.5
27.7.g,47586.4792533,29E2,29E26,3966691901,442275198.5
27.7.g,47586.4792533,29E2,29E29,3966691901,442275198.5
27.7.g,47586.4792533,29E2,29E18,3966691901,0.681
27.7.g,47586.4792533,29E2,29E17,3966691901,0.678
27.7.g,47586.4792533,29E2,30E19,3966691901,0
27.7.g,47586.4792533,29E2,29E22,3966691901,440752512.8
27.7.g,47586.4792533,29E2,29E25,3966691901,440752512.8
27.7.g,47586.4792533,29E2,29E28,3966691901,440752512.8
27.7.g,47586.4792533,29E2,29E21,3966691901,439225961.5
27.7.g,47586.4792533,29E2,29E24,3966691901,439225961.5
27.7.g,47586.4792533,29E2,29E27,3966691901,439225961.5
27.7.g,47586.4792533,29E2,30E23,3966691901,0.307
27.7.g,47586.4792533,29E2,30E26,3966691901,0.307
27.7.g,47586.4792533,29E2,30E29,3966691901,0.307
27.7.g,47586.4792533,29E2,30E33,3966691901,0
27.7.g,47586.4792533,30E2,30E19,3925369677,0.676
27.7.g,47586.4792533,30E2,30E18,3925369677,0.674
27.7.g,47586.4792533,30E2,30E17,3925369677,0.671
27.7.g,47586.4792533,30E2,31E19,3925369677,0
27.7.g,47586.4792533,30E2,30E23,3925369677,437695559.2
27.7.g,47586.4792533,30E2,30E26,3925369677,437695559.2
27.7.g,47586.4792533,30E2,30E29,3925369677,437695559.2
27.7.g,47586.4792533,30E2,30E22,3925369677,436161316.9
27.7.g,47586.4792533,30E2,30E25,3925369677,436161316.9
27.7.g,47586.4792533,30E2,30E28,3925369677,436161316.9
27.7.g,47586.4792533,30E2,30E21,3925369677,434623242.2
27.7.g,47586.4792533,30E2,30E24,3925369677,434623242.2
27.7.g,47586.4792533,30E2,30E27,3925369677,434623242.2
27.7.g,47586.4792533,30E2,31E23,3925369677,0.071
27.7.g,47586.4792533,30E2,31E26,3925369677,0.071
27.7.g,47586.4792533,30E2,31E29,3925369677,0.071
27.7.g,47586.4792533,30E2,30E33,3925369677,0.162
27.7.g,47586.4792533,30E2,30E32,3925369677,0.161
27.7.g,47586.4792533,30E2,30E31,3925369677,0.161
27.7.g,47586.4792533,30E2,31E33,3925369677,0
27.7.g,47586.4792533,31E2,31E19,3883737421,0.669
27.7.g,47586.4792533,31E2,31E18,3883737421,0.666
27.7.g,47586.4792533,31E2,31E17,3883737421,0.664
27.7.g,47586.4792533,31E2,31E23,3883737421,433081355.8
27.7.g,47586.4792533,31E2,31E26,3883737421,433081355.8
27.7.g,47586.4792533,31E2,31E29,3883737421,433081355.8
27.7.g,47586.4792533,31E2,31E22,3883737421,431535663.1
27.7.g,47586.4792533,31E2,31E25,3883737421,431535663.1
27.7.g,47586.4792533,31E2,31E28,3883737421,431535663.1
27.7.g,47586.4792533,31E2,31E21,3883737421,429986180.3
27.7.g,47586.4792533,31E2,31E24,3883737421,429986180.3
27.7.g,47586.4792533,31E2,31E27,3883737421,429986180.3
27.7.g,47586.4792533,31E2,31E33,3883737421,0.16
27.7.g,47586.4792533,31E2,31E32,3883737421,0.16
27.7.g,47586.4792533,31E2,31E31,3883737421,0.159
27.7.g,47586.4792533,32E2,31E17,3628649737,0
27.7.g,47586.4792533,32E2,32E19,3628649737,0.662
27.7.g,47586.4792533,32E2,32E18,3628649737,0.659
27.7.g,47586.4792533,32E2,32E17,3628649737,0.101
27.7.g,47586.4792533,32E2,31E21,3628649737,0.473
27.7.g,47586.4792533,32E2,31E24,3628649737,0.473
27.7.g,47586.4792533,32E2,31E27,3628649737,0.473
27.7.g,47586.4792533,32E2,32E23,3628649737,428432919.5
27.7.g,47586.4792533,32E2,32E26,3628649737,428432919.5
27.7.g,47586.4792533,32E2,32E29,3628649737,428432919.5
27.7.g,47586.4792533,32E2,32E22,3628649737,426734737.5
27.7.g,47586.4792533,32E2,32E25,3628649737,426875891
27.7.g,47586.4792533,32E2,32E28,3628649737,426875891
27.7.g,47586.4792533,32E2,32E21,3628649737,228220596.1
27.7.g,47586.4792533,32E2,32E24,3628649737,413423308.3
27.7.g,47586.4792533,32E2,32E27,3628649737,425315109.9
27.7.g,47586.4792533,32E2,31E31,3628649737,0
27.7.g,47586.4792533,32E2,32E33,3628649737,0.158
27.7.g,47586.4792533,32E2,32E32,3628649737,0.158
27.7.g,47586.4792533,32E2,32E31,3628649737,0.157
27.7.g,47586.4792533,33E2,32E21,1061757.182,0.061
27.7.g,47586.4792533,33E2,32E24,1061757.182,81045.251
27.7.g,47586.4792533,33E2,32E27,1061757.182,196805.994
27.7.g,47586.4792533,33E2,32E31,1061757.182,0
27.7.g,47586.4792533,29E3,30E33,5638711.832,205848.562
27.7.g,47586.4792533,29E3,30E36,5638711.832,205951.743
27.7.g,47586.4792533,29E3,30E39,5638711.832,205848.561
27.7.g,47586.4792533,30E3,30E33,3925369678,437695560.2
27.7.g,47586.4792533,30E3,30E36,3925369678,437695559.2
27.7.g,47586.4792533,30E3,30E39,3925369678,437695559.2
27.7.g,47586.4792533,30E3,30E32,3925369678,436161317.9
27.7.g,47586.4792533,30E3,30E35,3925369678,436161316.9
27.7.g,47586.4792533,30E3,30E38,3925369678,436161316.9
27.7.g,47586.4792533,30E3,30E31,3925369678,434623243.2
27.7.g,47586.4792533,30E3,30E34,3925369678,434623242.2
27.7.g,47586.4792533,30E3,30E37,3925369678,434623242.2
27.7.g,47586.4792533,30E3,31E33,3925369678,0.071
27.7.g,47586.4792533,30E3,31E36,3925369678,0.071
27.7.g,47586.4792533,30E3,31E39,3925369678,0.071
27.7.g,47586.4792533,30E3,31E43,3925369678,0
27.7.g,47586.4792533,31E3,31E33,3883737425,433081356.8
27.7.g,47586.4792533,31E3,31E36,3883737425,433081355.8
27.7.g,47586.4792533,31E3,31E39,3883737425,433081355.8
27.7.g,47586.4792533,31E3,31E32,3883737425,431535664.1
27.7.g,47586.4792533,31E3,31E35,3883737425,431535663.1
27.7.g,47586.4792533,31E3,31E38,3883737425,431535663.1
27.7.g,47586.4792533,31E3,31E31,3883737425,429986181.3
27.7.g,47586.4792533,31E3,31E34,3883737425,429986180.3
27.7.g,47586.4792533,31E3,31E37,3883737425,429986180.3
27.7.g,47586.4792533,31E3,31E43,3883737425,0.99
27.7.g,47586.4792533,31E3,31E42,3883737425,0.987
27.7.g,47586.4792533,31E3,31E41,3883737425,0.983
27.7.g,47586.4792533,32E3,31E31,3841798154,0.473
27.7.g,47586.4792533,32E3,31E34,3841798154,0.473
27.7.g,47586.4792533,32E3,31E37,3841798154,0.473
27.7.g,47586.4792533,32E3,32E33,3841798154,428432920.5
27.7.g,47586.4792533,32E3,32E36,3841798154,428432919.5
27.7.g,47586.4792533,32E3,32E39,3841798154,428432919.5
27.7.g,47586.4792533,32E3,32E32,3841798154,426875892
27.7.g,47586.4792533,32E3,32E35,3841798154,426875891
27.7.g,47586.4792533,32E3,32E38,3841798154,426875891
27.7.g,47586.4792533,32E3,32E31,3841798154,425315110.8
27.7.g,47586.4792533,32E3,32E34,3841798154,425315109.9
27.7.g,47586.4792533,32E3,32E37,3841798154,425315109.9
27.7.g,47586.4792533,32E3,31E41,3841798154,0
27.7.g,47586.4792533,32E3,32E43,3841798154,0.98
27.7.g,47586.4792533,32E3,32E42,3841798154,0.976
27.7.g,47586.4792533,32E3,32E41,3841798154,0.973
27.7.g,47586.4792533,33E3,32E31,5395271.32,196835.702
27.7.g,47586.4792533,33E3,32E34,5395271.32,196834.425
27.7.g,47586.4792533,33E3,32E37,5395271.32,196805.657
27.7.g,47586.4792533,33E3,32E41,5395271.32,0
27.7.g,47586.4792533,30E4,31E43,5559346.36,202951.085
27.7.g,47586.4792533,30E4,31E46,5559346.36,203052.814
27.7.g,47586.4792533,30E4,31E49,5559346.36,202951.085
27.7.g,47586.4792533,31E4,31E43,3883737419,433081356
27.7.g,47586.4792533,31E4,31E46,3883737419,433081355.8
27.7.g,47586.4792533,31E4,31E49,3883737419,433081355.8
27.7.g,47586.4792533,31E4,31E42,3883737419,431535663.3
27.7.g,47586.4792533,31E4,31E45,3883737419,431535663.1
27.7.g,47586.4792533,31E4,31E48,3883737419,431535663.1
27.7.g,47586.4792533,31E4,31E41,3883737419,429986180.5
27.7.g,47586.4792533,31E4,31E44,3883737419,429986180.3
27.7.g,47586.4792533,31E4,31E47,3883737419,429986180.3
27.7.g,47586.4792533,32E4,31E41,3389655505,0.473
27.7.g,47586.4792533,32E4,31E44,3389655505,0.473
27.7.g,47586.4792533,32E4,31E47,3389655505,0.473
27.7.g,47586.4792533,32E4,32E43,3389655505,428432919.7
27.7.g,47586.4792533,32E4,32E46,3389655505,428432919.5
27.7.g,47586.4792533,32E4,32E49,3389655505,404305289.2
27.7.g,47586.4792533,32E4,32E42,3389655505,426875891.2
27.7.g,47586.4792533,32E4,32E45,3389655505,426743418.1
27.7.g,47586.4792533,32E4,32E48,3389655505,248928750.8
27.7.g,47586.4792533,32E4,32E41,3389655505,425315110
27.7.g,47586.4792533,32E4,32E44,3389655505,422167049.9
27.7.g,47586.4792533,32E4,32E47,3389655505,179623534.4
27.7.g,47586.4792533,32E4,32E52,3389655505,0.043
27.7.g,47586.4792533,33E4,32E41,4187078.56,196896.42
27.7.g,47586.4792533,33E4,32E44,4187078.56,196821.433
27.7.g,47586.4792533,33E4,32E47,4187078.56,84389.756
27.7.g,47586.4792533,32E5,32E52,13992235.05,13992235.05
27.7.f,18876.4859989,28E2,29E33,0,0
27.7.f,18876.4859989,29E2,29E33,0.489,0.164
27.7.f,18876.4859989,29E2,29E32,0.489,0.163
27.7.f,18876.4859989,29E2,29E31,0.489,0.162
27.7.f,18876.4859989,28E3,29E33,5716034.403,208536.365
27.7.f,18876.4859989,28E3,29E36,5716034.403,208538.172
27.7.f,18876.4859989,28E3,29E39,5716034.403,208541.72
27.7.f,18876.4859989,28E3,29E43,5716034.403,0
27.7.f,18876.4859989,29E3,29E33,3961053193,442275199.5
27.7.f,18876.4859989,29E3,29E36,3961053193,442275198.5
27.7.f,18876.4859989,29E3,29E39,3961053193,442275198.5
27.7.f,18876.4859989,29E3,29E43,3961053193,1.011
27.7.f,18876.4859989,29E3,29E32,3961053193,440752513.8
27.7.f,18876.4859989,29E3,29E35,3961053193,440752512.8
27.7.f,18876.4859989,29E3,29E38,3961053193,440752512.8
27.7.f,18876.4859989,29E3,29E31,3961053193,439020114.3
27.7.f,18876.4859989,29E3,29E34,3961053193,439020010.1
27.7.f,18876.4859989,29E3,29E37,3961053193,439020113.2
27.7.f,18876.4859989,29E3,29E42,3961053193,1.008
27.7.f,18876.4859989,29E3,29E41,3961053193,1.004
27.7.f,18876.4859989,29E3,30E43,3961053193,0
27.7.f,18876.4859989,30E3,30E43,2.992,1.001
27.7.f,18876.4859989,30E3,30E42,2.992,0.997
27.7.f,18876.4859989,30E3,30E41,2.992,0.994
27.7.f,18876.4859989,28E4,29E43,2245395.696,208539.946
27.7.f,18876.4859989,28E4,29E46,2245395.696,208546.974
27.7.f,18876.4859989,28E4,29E49,2245395.696,1094.283
27.7.f,18876.4859989,29E4,29E43,2701894462,410127320.4
27.7.f,18876.4859989,29E4,29E46,2701894462,230079179.9
27.7.f,18876.4859989,29E4,29E49,2701894462,37499878.6
27.7.f,18876.4859989,29E4,29E42,2701894462,440752513
27.7.f,18876.4859989,29E4,29E45,2701894462,338104392.8
27.7.f,18876.4859989,29E4,29E48,2701894462,54582819.26
27.7.f,18876.4859989,29E4,29E41,2701894462,439225961.7
27.7.f,18876.4859989,29E4,29E44,2701894462,439225961.5
27.7.f,18876.4859989,29E4,29E47,2701894462,309736413.3
27.7.f,18876.4859989,29E4,30E43,2701894462,0.307
27.7.f,18876.4859989,29E4,30E46,2701894462,0.307
27.7.f,18876.4859989,29E4,30E49,2701894462,0.267
27.7.f,18876.4859989,30E4,30E43,3908867564,437695559.4
27.7.f,18876.4859989,30E4,30E46,3908867564,437695559.2
27.7.f,18876.4859989,30E4,30E49,3908867564,426118736
27.7.f,18876.4859989,30E4,30E42,3908867564,436161317.1
27.7.f,18876.4859989,30E4,30E45,3908867564,436161316.9
27.7.f,18876.4859989,30E4,30E48,3908867564,436161316.9
27.7.f,18876.4859989,30E4,30E41,3908867564,434420291.4
27.7.f,18876.4859989,30E4,30E44,3908867564,434420189.5
27.7.f,18876.4859989,30E4,30E47,3908867564,434420291.2
27.7.f,18876.4859989,30E4,30E53,3908867564,0.5
27.7.f,18876.4859989,30E4,30E52,3908867564,0.657
27.7.f,18876.4859989,30E4,30E51,3908867564,0.655
27.7.f,18876.4859989,30E4,31E53,3908867564,0
27.7.f,18876.4859989,31E4,31E53,1.95,0.652
27.7.f,18876.4859989,31E4,31E52,1.95,0.65
27.7.f,18876.4859989,31E4,31E51,1.95,0.648
27.7.f,18876.4859989,32E4,31E51,0.424,0
27.7.f,18876.4859989,32E4,32E53,0.424,0.424
27.7.f,18876.4859989,30E5,30E53,1239253766,159310732.7
27.7.f,18876.4859989,30E5,30E52,1239253766,421278734.8
27.7.f,18876.4859989,30E5,30E55,1239253766,66899095.05
27.7.f,18876.4859989,30E5,30E51,1239253766,434623242.8
27.7.f,18876.4859989,30E5,30E54,1239253766,155258044.2
